q-img__image src,text-075,gt-xs,text-0875,q-icon,text-0875 (2),text-125,text-0875 (4),text-125 (2),text-100,text-0875 (6),q-btn href,block (3)
https://assets.comparepower.com/images/frontier_utilities.svg,PUCT # 10169,12 Months,lock Locked Rate,lock,30.4% Green Energy,18.8¢,($188.48 ÷ 1000 kWh),$188.48,Saver Deluxe 12,Great for medium to large size homes! Enjoy a $100 Usage Credit for each billing cycle when your usage on this plan is above or equal to 1500 kWh. New Customer 60 Day Happiness Guarantee!,tel:866-280-3131,866-280-3131
https://assets.comparepower.com/images/amigo_energy.svg,PUCT # 10081,12 Months,lock Locked Rate,lock,31.5% Green Energy,18.9¢,($189.00 ÷ 1000 kWh),$189.00,12th Month Free - 12,"No monthly or low usage fee, just one simple rate and get your 12th month invoice free!",tel:866-993-4445,866-993-4445
https://assets.comparepower.com/images/just_energy.svg,PUCT # 10052,24 Months,lock Locked Rate,lock,15% Green Energy,18.9¢,($189.48 ÷ 1000 kWh),$189.48,Mega Saver - 24,Mega Saver Credit: $150 if your usage is equal or greater than 2000 kWh per month,tel:866-985-2820,866-985-2820
https://assets.comparepower.com/images/just_energy.svg,PUCT # 10052,12 Months,lock Locked Rate,lock,31.5% Green Energy,18.9¢,($189.48 ÷ 1000 kWh),$189.48,Basics - 12,"Just the basics! Clear fixed-rate electricity, and no base charge. 60-Day Happiness Guarantee",tel:866-985-2820,866-985-2820
https://assets.comparepower.com/images/gexa_energy.svg,PUCT # 10027,12 Months,lock Locked Rate,lock,100% Green Energy,18.9¢,($189.48 ÷ 1000 kWh),$189.48,Eco Saver Advantage 12,Great for medium large homes! Enjoy a $100 Usage Credit for each billing cycle when your usage on this plan is above or equal to 1500 kWh. 100% Green! New Customers 60 Day Happiness Guarantee!,tel:888-688-8460,888-688-8460
https://assets.comparepower.com/images/amigo_energy.svg,PUCT # 10081,12 Months,lock Locked Rate,lock,0% Green Energy,19.0¢,($190.05 ÷ 1000 kWh),$190.05,Simply Days Free - 12,FREE electricity from 9:00 am to 4:00 pm. Enjoy a fixed rate the rest of the time,tel:866-993-4445,866-993-4445
https://assets.comparepower.com/images/just_energy.svg,PUCT # 10052,12 Months,lock Locked Rate,lock,26.3% Green Energy,19.0¢,($190.43 ÷ 1000 kWh),$190.43,Simple Choice- 12,"Manage your electricity costs effortlessly! Your energy, made simple and friendly, just for you. 60-Day Happiness Guarantee",tel:866-985-2820,866-985-2820
https://assets.comparepower.com/images/reliant.svg,PUCT # 10007,12 Months,lock Locked Rate,lock,100% Green Energy,19.2¢,($191.61 ÷ 1000 kWh),$191.61,Truly Free Weekends 100% Solar 12 plan,Free Power 8 PM Friday to 12 AM Monday + Auto Upgrade to the Make It Solar Program. 90 Day Satisfaction Guarantee!,tel:866-983-4620,866-983-4620
https://assets.comparepower.com/images/txu_energy.svg,PUCT # 10004,12 Months,lock Locked Rate,lock,9% Green Energy,19.6¢,($196.07 ÷ 1000 kWh),$196.07,Ultimate Season Pass 12,"50% off summer and winter – that’s July, August, January, and February and 25% off June and September for summer and December and March for winter",tel:866-370-2440,866-370-2440
https://assets.comparepower.com/images/amigo_energy.svg,PUCT # 10081,12 Months,lock Locked Rate,lock,26.3% Green Energy,19.6¢,($196.11 ÷ 1000 kWh),$196.11,Nights Free Plan- 12,10 Hours of Free Electricity!,tel:866-993-4445,866-993-4445
https://assets.comparepower.com/images/txu_energy.svg,PUCT # 10004,12 Months,lock Locked Rate,lock,9% Green Energy,19.6¢,($196.28 ÷ 1000 kWh),$196.28,Live Your Free 12,"Get free energy whenever YOU use the most, automatically.",tel:866-370-2440,866-370-2440
https://assets.comparepower.com/images/frontier_utilities.svg,PUCT # 10169,12 Months,lock Locked Rate,lock,30.4% Green Energy,19.7¢,($197.08 ÷ 1000 kWh),$197.08,Saver Value 12,Great for apartments or small homes! Enjoy a $50 Usage Credit for each billing cycle when your usage on this plan is above or equal to 500 kWh. New Customer 60 Day Happiness Guarantee!,tel:866-280-3131,866-280-3131
https://assets.comparepower.com/images/gexa_energy.svg,PUCT # 10027,12 Months,lock Locked Rate,lock,100% Green Energy,19.7¢,($197.08 ÷ 1000 kWh),$197.08,Eco Saver Lite 12,Great for apartments! Enjoy a $50 Usage Credit for each billing cycle when your usage on this plan is above or equal to 500 kWh. 100% Green! New Customers 60 Day Happiness Guarantee!,tel:888-688-8460,888-688-8460
https://assets.comparepower.com/images/txu_energy.svg,PUCT # 10004,12 Months,lock Locked Rate,lock,100% Green Energy,19.9¢,($199.16 ÷ 1000 kWh),$199.16,Free Nights & Solar Days 12 (8 pm),Free energy charges every night from 8 p.m. to 5 a.m. Any applicable TDU charges will be passed through without mark-up.,tel:866-370-2440,866-370-2440
https://assets.comparepower.com/images/frontier_utilities.svg,PUCT # 10169,12 Months,lock Locked Rate,lock,30.4% Green Energy,20.0¢,($200.28 ÷ 1000 kWh),$200.28,Saver Premier 12,Perfect for high usage homes! Enjoy a $150 Usage Credit for each billing cycle when your usage on this plan is above or equal to 2000 kWh. New Customer 60 Day Happiness Guarantee!,tel:866-280-3131,866-280-3131
https://assets.comparepower.com/images/gexa_energy.svg,PUCT # 10027,12 Months,lock Locked Rate,lock,100% Green Energy,20.0¢,($200.28 ÷ 1000 kWh),$200.28,Eco Saver Premier 12,Great for homes with high usage! Enjoy a $150 Usage Credit for each billing cycle when your usage on this plan is above or equal to 2000 kWh. 100% Green! New Customers 60 Day Happiness Guarantee!,tel:888-688-8460,888-688-8460
https://assets.comparepower.com/images/discount_power.svg,PUCT # 10177,24 Months,lock Locked Rate,lock,24% Green Energy,20.5¢,($204.61 ÷ 1000 kWh),$204.61,Bill Credit Bundle 2000 kWh 24,"Earn a $150 bill credit each month that you use more than or equal to 2,000 kWh. 90 Day Satisfaction Guarantee!",tel:866-996-1740,866-996-1740
https://assets.comparepower.com/images/cirro_energy.svg,PUCT # 10177,24 Months,lock Locked Rate,lock,24% Green Energy,20.5¢,($204.61 ÷ 1000 kWh),$204.61,Simple Bill Credit Bundle 2000 kWh 24,"Earn a $150 bill credit each month that you use more than or equal to 2,000 kWh. 90 Day Satisfaction Guarantee!",tel:866-965-5660,866-965-5660
https://assets.comparepower.com/images/discount_power.svg,PUCT # 10177,12 Months,lock Locked Rate,lock,24% Green Energy,20.7¢,($206.61 ÷ 1000 kWh),$206.61,Bill Credit Bundle 2000 kWh 12,"Earn a $150 bill credit each month that you use more than or equal to 2,000 kWh. 90 Day Satisfaction Guarantee!",tel:866-996-1740,866-996-1740
https://assets.comparepower.com/images/reliant.svg,PUCT # 10007,24 Months,lock Locked Rate,lock,24% Green Energy,20.7¢,($206.61 ÷ 1000 kWh),$206.61,"Power Savings 2,000 kWh 24 plan",Perfect for high usage homes! Enjoy a $150 Usage Credit for each billing cycle when your usage on this plan is above or equal to 2000 kWh. 90 Day Satisfaction Guarantee!,tel:866-983-4620,866-983-4620
https://assets.comparepower.com/images/cirro_energy.svg,PUCT # 10177,12 Months,lock Locked Rate,lock,24% Green Energy,20.7¢,($206.61 ÷ 1000 kWh),$206.61,Simple Bill Credit Bundle 2000 kWh 12,"Earn a $150 bill credit each month that you use more than or equal to 2,000 kWh. 90 Day Satisfaction Guarantee!",tel:866-965-5660,866-965-5660
https://assets.comparepower.com/images/atlantex_power.svg,PUCT # 10335,12 Months,lock Locked Rate,lock,7% Green Energy,21.5¢,($215.38 ÷ 1000 kWh),$215.38,Radiance2000 12,"Radiance 2000: Receive a $200 refund when your usage exceeds 1,999 kWhs each month - this is the right plan for customers who consistently use over 2,000 kWhs. 90-day Satisfaction Guarantee!",tel:866-992-1590,866-992-1590
https://assets.comparepower.com/images/green_mountain.svg,PUCT # 10009,24 Months,lock Locked Rate,lock,100% Green Energy,21.7¢,($216.61 ÷ 1000 kWh),$216.61,Pollution Free Green Savings Plus 24 Preferred,"Earn a $150 bill credit each month that you use more than or equal to 2,000 kWh. 100% wind energy",tel:866-983-4770,866-983-4770
https://assets.comparepower.com/images/atlantex_power.svg,PUCT # 10335,24 Months,lock Locked Rate,lock,7% Green Energy,22.0¢,($220.38 ÷ 1000 kWh),$220.38,Radiance2000 24,"Radiance 2000: Receive a $200 refund when your usage exceeds 1,999 kWhs each month - this is the right plan for customers who consistently use over 2,000 kWhs. 90-day Satisfaction Guarantee!",tel:866-992-1590,866-992-1590
https://assets.comparepower.com/images/green_mountain.svg,PUCT # 10009,12 Months,lock Locked Rate,lock,100% Green Energy,22.3¢,($222.61 ÷ 1000 kWh),$222.61,Pollution Free Green Savings Plus 12 Preferred,"Earn a $150 bill credit each month that you use more than or equal to 2,000 kWh. 100% wind energy",tel:866-983-4770,866-983-4770
https://assets.comparepower.com/images/reliant.svg,PUCT # 10007,12 Months,lock Locked Rate,lock,24% Green Energy,22.3¢,($222.61 ÷ 1000 kWh),$222.61,"Power Savings 2,000 kWh 12 plan",Perfect for high usage homes! Enjoy a $150 Usage Credit for each billing cycle when your usage on this plan is above or equal to 2000 kWh. 90 Day Satisfaction Guarantee!,tel:866-983-4620,866-983-4620
https://assets.comparepower.com/images/atlantex_power.svg,PUCT # 10335,36 Months,lock Locked Rate,lock,7% Green Energy,22.3¢,($223.38 ÷ 1000 kWh),$223.38,Radiance2000 36,"Radiance 2000: Receive a $200 refund when your usage exceeds 1,999 kWhs each month - this is the right plan for customers who consistently use over 2,000 kWhs. 90-day Satisfaction Guarantee!",tel:866-992-1590,866-992-1590
https://assets.comparepower.com/images/direct_energy.svg,PUCT # 10040,12 Months,lock Locked Rate,lock,20% Green Energy,22.6¢,($225.64 ÷ 1000 kWh),$225.64,Twelve Hour Power 12,Nights just got better. Enjoy free electricity every night from 9 p.m. to 8:59 a.m. 90 Day Satisfaction Guarantee!,tel:866-285-4447,866-285-4447
